BCC_ID,名称,标签,描述,状态,GPU型号,GPU数量,GPU显存,实例规格,主IPv4私网地址,主IPv4公网地址,IP地址,弹性网卡数量,ipv6地址,CPU（核）,内存（GB）,系统盘（GB）,操作系统名称,操作系统版本,支付方式,所在网络,所在子网,创建时间,到期时间,地域,可用区,密钥对id,密钥对名称
"i-71qqwgs6","CCE-EBC-triton-server-L20-yqdwjnbx-5uuvqlpf-12","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.43","","10.90.128.43(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-10T11:06:16","","\u9633\u6CC9","可用区C","",""
"i-K6dxWQI3","CCE-EBC-triton-server-L20-yqdwjnbx-5uuvqlpf-13","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.55","","10.90.128.55(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-10T11:06:16","","\u9633\u6CC9","可用区C","",""
"i-Qdox90Xf","L20-dev","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,工单:月度需求,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.47","","10.90.128.47(内)  -(公)
","2","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-10T11:06:16","","\u9633\u6CC9","可用区C","",""
"i-c2KogmM9","CCE-EBC-triton-server-L20-yqdwjnbx-5uuvqlpf-15","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.40","","10.90.128.40(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-10T11:06:16","","\u9633\u6CC9","可用区C","",""
"i-f14AoG7J","CCE-EBC-triton-server-L20-yqdwjnbx-5uuvqlpf-16","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.42","","10.90.128.42(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-10T11:06:16","","\u9633\u6CC9","可用区C","",""
"i-PqUZLy1V","CCE-EBC-triton-server-L20-yqdwjnbx-5uuvqlpf-17","开通人:郑傲宇202410692,source:CCE,工程:推理服务,申请人:李晔202430737,cce-cluster-id:cce-elwhlymq,环境:哈密百度云测试,工单:从生产环境迁移,cce-instance-group-id:cce-ig-dudxtzhh,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.48","","10.90.128.48(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-10T11:06:16","","\u9633\u6CC9","可用区C","",""
"i-hhzsQ4hL","CCE-EBC-triton-server-L20-yqdwjnbx-5uuvqlpf-18","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,工单:月度需求,团队:融合链路,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.44","","10.90.128.44(内)  -(公)
","3","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-10T11:06:16","","\u9633\u6CC9","可用区C","",""
"i-bPyWSTZ8","CCE-EBC-triton-server-L20-yqdwjnbx-5uuvqlpf-19","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.54","","10.90.128.54(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-10T11:06:16","","\u9633\u6CC9","可用区C","",""
"i-CaayACXa","CCE-EBC-triton-server-L20-yqdwjnbx-5uuvqlpf-20","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.46","","10.90.128.46(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-10T11:06:16","","\u9633\u6CC9","可用区C","",""
"i-JPEt1kLv","CCE-BBC-ai-platform-H20-zu2tdnrw-lfrfvmqn-1","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,申请人:秦品钟202411404,工程:AI平台,项目:训练任务,工单:21041bac-1a6d-11f0-93e2-0efa09c1123e,cce-cluster-id:cce-xrg955qz,cce-instance-group-id:cce-ig-r4lv4v2p","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.127","","10.90.0.127(内)  -(公)
","2","","208","2048","100","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-09T20:06:01","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-z69C8Q8W","CCE-BBC-ai-platform-H20-zu2tdnrw-lfrfvmqn-2","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,申请人:秦品钟202411404,工程:AI平台,项目:训练任务,工单:21041bac-1a6d-11f0-93e2-0efa09c1123e,cce-cluster-id:cce-xrg955qz,cce-instance-group-id:cce-ig-r4lv4v2p","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.125","","10.90.0.125(内)  -(公)
","1","","208","2048","100","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-09T20:06:01","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-3argGDaz","CCE-BBC-ai-platform-H20-zu2tdnrw-lfrfvmqn-3","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,申请人:秦品钟202411404,工程:AI平台,项目:训练任务,工单:21041bac-1a6d-11f0-93e2-0efa09c1123e,cce-cluster-id:cce-xrg955qz,cce-instance-group-id:cce-ig-r4lv4v2p","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.126","","10.90.0.126(内)  -(公)
","2","","208","2048","100","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-09T20:06:01","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-JX0CBivt","CCE-BBC-ai-platform-H20-oad7s7wt-lfrfvmqn-1","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,工单:21041bac-1a6d-11f0-93e2-0efa09c1123e,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-5od2q7kk","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.121","","10.90.0.121(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-09T19:13:06","","\u9633\u6CC9","可用区C","",""
"i-pU3YCIGk","CCE-BBC-ai-platform-H20-oad7s7wt-lfrfvmqn-2","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,工单:21041bac-1a6d-11f0-93e2-0efa09c1123e,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-5od2q7kk","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.122","","10.90.0.122(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-09T19:13:06","","\u9633\u6CC9","可用区C","",""
"i-srADPbi2","CCE-BBC-ai-platform-H20-oad7s7wt-lfrfvmqn-3","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,申请人:秦品钟202411404,工程:AI平台,项目:训练任务,工单:21041bac-1a6d-11f0-93e2-0efa09c1123e,cce-cluster-id:cce-xrg955qz,cce-instance-group-id:cce-ig-r4lv4v2p","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.123","","10.90.0.123(内)  -(公)
","2","","208","2048","100","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-09T19:13:06","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-k1oYMI7n","CCE-BBC-ai-platform-H20-oad7s7wt-lfrfvmqn-4","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,申请人:秦品钟202411404,工程:AI平台,项目:训练任务,工单:21041bac-1a6d-11f0-93e2-0efa09c1123e,cce-cluster-id:cce-xrg955qz,cce-instance-group-id:cce-ig-r4lv4v2p","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.124","","10.90.0.124(内)  -(公)
","1","","208","2048","100","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-09T19:13:06","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-rb2TpgX2","cce-ig-kriq8lhi-rc0aftjl-ucjp8ccr-1","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,工程:AI平台,项目:AI平台,申请人:田新明202413733,工单:40466628-44ff-11f0-97de-8adc659c3927,cce-cluster-id:cce-3nusu9su,cce-instance-group-id:cce-ig-csxri4ds","","运行中","nTeslaH800","8","640GB","bcc.lgn6tcefc.c208m1952.8h800.8re.4d","10.90.0.120","","10.90.0.120(内)  -(公)
","1","","208","1952","500","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-09T18:47:27","","\u9633\u6CC9","可用区C","",""
"i-jLm8icvq","cce-ig-kriq8lhi-rc0aftjl-ucjp8ccr-2","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,工程:AI平台,cce-cluster-id:cce-xrg955qz,项目:AI平台,申请人:田新明202413733,工单:40466628-44ff-11f0-97de-8adc659c3927,cce-instance-group-id:cce-ig-gx14sgw9","","运行中","nTeslaH800","8","640GB","bcc.lgn6tcefc.c208m1952.8h800.8re.4d","10.90.0.118","","10.90.0.118(内)  -(公)
","1","","208","1952","500","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-09T18:47:27","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-Lyn5xTDh","cce-ig-kriq8lhi-dt6rcj95-ucjp8ccr-1","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,工程:AI平台,cce-cluster-id:cce-xrg955qz,项目:AI平台,申请人:田新明202413733,工单:40466628-44ff-11f0-97de-8adc659c3927,cce-instance-group-id:cce-ig-gx14sgw9","","运行中","nTeslaH800","8","640GB","bcc.lgn6tcefc.c208m1952.8h800.8re.4d","10.90.0.116","","10.90.0.116(内)  -(公)
","2","","208","1952","500","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-09T18:33:42","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-POhqLyxJ","cce-ig-kriq8lhi-dt6rcj95-ucjp8ccr-3","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,工程:AI平台,cce-cluster-id:cce-xrg955qz,项目:AI平台,申请人:田新明202413733,工单:40466628-44ff-11f0-97de-8adc659c3927,cce-instance-group-id:cce-ig-kriq8lhi","","运行中","nTeslaH800","8","640GB","bcc.lgn6tcefc.c208m1952.8h800.8re.4d","10.90.0.114","","10.90.0.114(内)  -(公)
","2","","208","1952","500","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-09T18:33:42","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-fsCB4yQ0","cce-ig-kriq8lhi-dt6rcj95-ucjp8ccr-4","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,工程:AI平台,cce-cluster-id:cce-xrg955qz,项目:AI平台,申请人:田新明202413733,工单:40466628-44ff-11f0-97de-8adc659c3927,cce-instance-group-id:cce-ig-gx14sgw9","","运行中","nTeslaH800","8","640GB","bcc.lgn6tcefc.c208m1952.8h800.8re.4d","10.90.0.117","","10.90.0.117(内)  -(公)
","1","","208","1952","500","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-09T18:33:42","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-xlu1fiex","cce-ig-kriq8lhi-3pq77zf8-ucjp8ccr","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,工程:AI平台,cce-cluster-id:cce-xrg955qz,项目:AI平台,申请人:田新明202413733,工单:40466628-44ff-11f0-97de-8adc659c3927,cce-instance-group-id:cce-ig-kriq8lhi","","运行中","nTeslaH800","8","640GB","bcc.lgn6tcefc.c208m1952.8h800.8re.4d","10.90.0.113","","10.90.0.113(内)  -(公)
","1","","208","1952","500","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-09T18:18:15","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-o39RkYPE","cce-ig-y0vseyoq-euyibwhs-8bq6cvy2","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,工程:AI平台,cce-cluster-id:cce-48c915gn,项目:AI平台,申请人:田新明202413733,cce-instance-group-id:cce-ig-y0vseyoq","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.112","","10.90.0.112(内)  -(公)
","3","","208","2048","200","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-09T17:24:27","","\u9633\u6CC9","可用区C","",""
"i-KFR12Qvm","cce-ig-y0vseyoq-79smz8x2-8bq6cvy2","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,工程:AI平台,cce-cluster-id:cce-48c915gn,项目:AI平台,申请人:田新明202413733,cce-instance-group-id:cce-ig-y0vseyoq","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.111","","10.90.0.111(内)  -(公)
","3","","208","2048","200","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-09T17:16:02","","\u9633\u6CC9","可用区C","",""
"i-DxzPFUWb","CCE-EBC-triton-server-L20-tianshu-llm-4y3da4if-sxfht1bl-1","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,cce-instance-group-id:cce-ig-hyeqvaa7,工单:e469e354-0fb4-11f0-a20a-2e88b3eefc10,申请人:姚沐晨6319913,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.38","","10.90.128.38(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-09T16:17:24","","\u9633\u6CC9","可用区C","",""
"i-7WzeEBdp","CCE-EBC-triton-server-L20-tianshu-llm-4y3da4if-sxfht1bl-2","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,cce-instance-group-id:cce-ig-hyeqvaa7,工单:e469e354-0fb4-11f0-a20a-2e88b3eefc10,申请人:姚沐晨6319913,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.37","","10.90.128.37(内)  -(公)
","3","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-06-09T16:17:24","","\u9633\u6CC9","可用区C","",""
"i-RoKXAbe3","halo-dev-HA-01","工程:闭环,开通人:丁一202509531,申请人:陆思宇202008725,工单:f54339af-4020-11f0-90d5-0e2f569b383f","","运行中","","0","","bcc.g4.c4m16","10.79.0.94","","10.79.0.94(内)  -(公)
","0","","4","16","200","CentOS","8.1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-生产-DMZ区","2025-06-06T08:54:58","","\u9633\u6CC9","可用区C","",""
"i-A2xl6Bbt","halo-dev-HA-02","工程:闭环,开通人:丁一202509531,申请人:陆思宇202008725,工单:f54339af-4020-11f0-90d5-0e2f569b383f","","运行中","","0","","bcc.g4.c4m16","10.79.0.95","","10.79.0.95(内)  -(公)
","0","","4","16","200","CentOS","8.1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-生产-DMZ区","2025-06-06T08:54:58","","\u9633\u6CC9","可用区C","",""
"i-ttt0PnOy","cce-ig-m00p0g4d-5mtv2dnr-geju4p1n-1","工程:闭环,source:CCE,开通人:丁一202509531,cce-cluster-id:cce-ld2ckre2,申请人:陆思宇202008725,工单:f54339af-4020-11f0-90d5-0e2f569b383f,cce-instance-group-id:cce-ig-m00p0g4d","","运行中","","0","","bcc.g4.c4m16","10.91.4.55","","10.91.4.55(内)  -(公)
","1","","4","16","200","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-沙盒环境-中间件1","2025-06-05T14:23:59","","\u9633\u6CC9","可用区C","",""
"i-ivQAFl1P","cce-ig-m00p0g4d-5mtv2dnr-geju4p1n-2","工程:闭环,source:CCE,开通人:丁一202509531,cce-cluster-id:cce-ld2ckre2,申请人:陆思宇202008725,工单:f54339af-4020-11f0-90d5-0e2f569b383f,cce-instance-group-id:cce-ig-m00p0g4d","","运行中","","0","","bcc.g4.c4m16","10.91.4.56","","10.91.4.56(内)  -(公)
","1","","4","16","200","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-沙盒环境-中间件1","2025-06-05T14:23:59","","\u9633\u6CC9","可用区C","",""
"i-y6ZJ5leR","cce-ig-i3sm0yc6-jsyhlzb3-3l16zwb7-1","工程:闭环,source:CCE,开通人:丁一202509531,cce-cluster-id:cce-ld2ckre2,申请人:陆思宇202008725,工单:f54339af-4020-11f0-90d5-0e2f569b383f,cce-instance-group-id:cce-ig-i3sm0yc6","","运行中","","0","","bcc.g4.c4m16","10.91.0.21","","10.91.0.21(内)  -(公)
","2","","4","16","200","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-沙盒环境-node1","2025-06-05T10:34:49","","\u9633\u6CC9","可用区C","",""
"i-l9F5CBcB","cce-ig-i3sm0yc6-jsyhlzb3-3l16zwb7-2","工程:闭环,source:CCE,开通人:丁一202509531,cce-cluster-id:cce-ld2ckre2,申请人:陆思宇202008725,工单:f54339af-4020-11f0-90d5-0e2f569b383f,cce-instance-group-id:cce-ig-i3sm0yc6","","运行中","","0","","bcc.g4.c4m16","10.91.0.20","","10.91.0.20(内)  -(公)
","1","","4","16","200","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-沙盒环境-node1","2025-06-05T10:34:49","","\u9633\u6CC9","可用区C","",""
"i-D3i5s0bi","cce-ig-abk6hyfu-hllici0o-1l55vmx0-1","工程:闭环,source:CCE,开通人:丁一202509531,cce-cluster-id:cce-ld2ckre2,申请人:陆思宇202008725,工单:f54339af-4020-11f0-90d5-0e2f569b383f,cce-instance-group-id:cce-ig-abk6hyfu","","运行中","","0","","bcc.c4.c16m32","10.200.0.16","","10.200.0.16(内)  -(公)
","2","","16","32","400","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","字节数据同步-勿删","2025-06-05T10:09:56","","\u9633\u6CC9","可用区C","",""
"i-x1nRDJmT","cce-ig-abk6hyfu-hllici0o-1l55vmx0-2","工程:闭环,source:CCE,开通人:丁一202509531,cce-cluster-id:cce-ld2ckre2,申请人:陆思宇202008725,工单:f54339af-4020-11f0-90d5-0e2f569b383f,cce-instance-group-id:cce-ig-abk6hyfu","","运行中","","0","","bcc.c4.c16m32","10.200.0.15","","10.200.0.15(内)  -(公)
","2","","16","32","400","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","字节数据同步-勿删","2025-06-05T10:09:56","","\u9633\u6CC9","可用区C","",""
"i-l3MdVZ2g","cce-ig-abk6hyfu-hllici0o-1l55vmx0-3","工程:闭环,source:CCE,开通人:丁一202509531,cce-cluster-id:cce-ld2ckre2,申请人:陆思宇202008725,工单:f54339af-4020-11f0-90d5-0e2f569b383f,cce-instance-group-id:cce-ig-abk6hyfu","","运行中","","0","","bcc.c4.c16m32","10.200.0.17","","10.200.0.17(内)  -(公)
","2","","16","32","400","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","字节数据同步-勿删","2025-06-05T10:09:56","","\u9633\u6CC9","可用区C","",""
"i-WCgJMCh6","cce-ig-abk6hyfu-ualiki8h-1l55vmx0","工程:闭环,source:CCE,开通人:丁一202509531,cce-cluster-id:cce-ld2ckre2,申请人:陆思宇202008725,工单:f54339af-4020-11f0-90d5-0e2f569b383f,cce-instance-group-id:cce-ig-abk6hyfu","","运行中","","0","","bcc.c4.c16m32","10.200.0.14","","10.200.0.14(内)  -(公)
","2","","16","32","400","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","字节数据同步-勿删","2025-06-05T10:05:15","","\u9633\u6CC9","可用区C","",""
"i-jNaR9j0D","cce-uk1zi507-00ydkxrd","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.26","","10.90.1.26(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-04T18:06:55","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-aQaIEoc5","cce-uk1zi507-x1q35u3t","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,工程:AI平台,cce-cluster-id:cce-xrg955qz,项目:AI平台,申请人:田新明202413733,工单:40466628-44ff-11f0-97de-8adc659c3927,cce-instance-group-id:cce-ig-gx14sgw9","","运行中","nTeslaH800","8","640GB","bcc.lgn6tcefc.c208m1952.8h800.8re.4d","10.90.0.196","","10.90.0.196(内)  -(公)
","2","","208","1952","500","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-04T15:27:19","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-82ndeV9w","cce-uk1zi507-28qunyi8","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,工程:AI平台,cce-cluster-id:cce-xrg955qz,项目:AI平台,申请人:田新明202413733,工单:40466628-44ff-11f0-97de-8adc659c3927,cce-instance-group-id:cce-ig-gx14sgw9","","运行中","nTeslaH800","8","640GB","bcc.lgn6tcefc.c208m1952.8h800.8re.4d","10.90.0.202","","10.90.0.202(内)  -(公)
","1","","208","1952","500","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-04T15:27:18","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-6lFUTwNp","cce-uk1zi507-12btr41f","","","运行中","nTeslaH800","8","640GB","bcc.lgn6tcefc.c208m1952.8h800.8re.4d","10.90.0.209","","10.90.0.209(内)  -(公)
","2","","208","1952","500","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-04T15:27:16","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-exczRK1A","cce-uk1zi507-u3z4tmfk","","","运行中","nTeslaH800","8","640GB","bcc.lgn6tcefc.c208m1952.8h800.8re.4d","10.90.0.205","","10.90.0.205(内)  -(公)
","1","","208","1952","500","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-04T15:27:13","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
